sample,module,index,type,trait,ns,functions_added,metadata_added
10,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2752,7,4
10,::std::iter,11,::std::iter::Map,::std::iter::Iterator,34841,66,34
10,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2692,7,4
10,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1647,2,1
10,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40311,67,35
10,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3267,7,4
10,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26366,66,34
10,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10372,7,4
10,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25889,66,34
10,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2763,7,4
10,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,781,2,1
10,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26662,66,34
10,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3833,7,4
10,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,949,2,1
10,::std::iter,24,::std::iter::Take,::std::iter::Iterator,40579,66,34
10,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2632,7,4
10,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,724,2,1
10,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40535,66,34
10,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2507,7,4
10,::std::iter,29,::std::iter::Once,::std::iter::Iterator,42462,66,34
10,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2584,7,4
10,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1947,4,2
10,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,93,0,0
10,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5578,14,9
10,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2851,8,5
10,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,69393,66,34
10,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27898,66,34
10,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,31496,66,34
10,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1883,4,2
10,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,101,0,0
10,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4843,14,9
10,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2755,8,5
10,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1673,4,2
10,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,72,0,0
10,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5600,14,9
10,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2944,8,5
10,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26311,66,34
10,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25888,66,34
10,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25447,66,34
10,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3606,7,4
10,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,950,2,1
10,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2741,7,4
10,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,810,2,1
10,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2546,7,4
10,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1696,4,2
10,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,61,0,0
10,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4442,14,9
10,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2609,8,5
10,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1918,4,2
10,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,79,0,0
10,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4953,14,9
10,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,70275,8,5
10,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1768,4,2
10,::std::ops,32,::std::ops::Range,::std::cmp::Eq,85,0,0
10,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5462,14,9
10,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3467,8,5
10,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,31079,66,34
10,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28796,66,34
10,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,29022,66,34
10,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3321,7,4
10,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,980,2,1
10,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2536,7,4
10,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,758,2,1
10,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2510,7,4
10,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59402,4,2
10,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,82,0,0
10,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,977,2,1
10,::std::ops,46,::std::ops::Function,::std::clone::Clone,906,2,1
11,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,42997,66,34
11,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3158,7,4
11,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,887,2,1
11,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,32131,66,34
11,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2833,7,4
11,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,805,2,1
11,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40791,66,34
11,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2724,7,4
11,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,791,2,1
11,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,30031,66,34
11,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2826,7,4
11,::std::iter,11,::std::iter::Map,::std::iter::Iterator,37548,66,34
11,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2692,7,4
11,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1681,2,1
11,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,42081,67,35
11,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3345,7,4
11,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25816,66,34
11,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10657,7,4
11,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26203,66,34
11,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2736,7,4
11,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,800,2,1
11,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26134,66,34
11,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3753,7,4
11,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,900,2,1
11,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34111,66,34
11,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2609,7,4
11,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,711,2,1
11,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41964,66,34
11,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2456,7,4
11,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40990,66,34
11,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2474,7,4
11,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,2002,4,2
11,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,68,0,0
11,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,7152,14,9
11,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2888,8,5
11,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70699,66,34
11,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28021,66,34
11,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,28065,66,34
11,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1939,4,2
11,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,81,0,0
11,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,5020,14,9
11,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2653,8,5
11,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1871,4,2
11,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,57,0,0
11,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5406,14,9
11,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2811,8,5
11,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26018,66,34
11,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26205,66,34
11,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25590,66,34
11,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3536,7,4
11,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,819,2,1
11,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2679,7,4
11,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,904,2,1
11,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2582,7,4
11,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1744,4,2
11,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,58,0,0
11,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4402,14,9
11,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2747,8,5
11,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1789,4,2
11,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,65,0,0
11,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5032,14,9
11,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,66801,8,5
11,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1844,4,2
11,::std::ops,32,::std::ops::Range,::std::cmp::Eq,59,0,0
11,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5558,14,9
11,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3401,8,5
11,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30642,66,34
11,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28643,66,34
11,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28842,66,34
11,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3363,7,4
11,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,979,2,1
11,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2580,7,4
11,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,754,2,1
11,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2524,7,4
11,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,60052,4,2
11,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,58,0,0
11,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1010,2,1
11,::std::ops,46,::std::ops::Function,::std::clone::Clone,899,2,1
12,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43606,66,34
12,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3288,7,4
12,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,833,2,1
12,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30202,66,34
12,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2886,7,4
12,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,856,2,1
12,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42271,66,34
12,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2791,7,4
12,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,901,2,1
12,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29851,66,34
12,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2815,7,4
12,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33095,66,34
12,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2678,7,4
12,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1595,2,1
12,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,42324,67,35
12,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3349,7,4
12,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26112,66,34
12,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10585,7,4
12,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25937,66,34
12,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2761,7,4
12,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,837,2,1
12,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,30895,66,34
12,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3776,7,4
12,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1060,2,1
12,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34654,66,34
12,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2700,7,4
12,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,795,2,1
12,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41914,66,34
12,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2533,7,4
12,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40881,66,34
12,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2526,7,4
12,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,2082,4,2
12,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,84,0,0
12,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5534,14,9
12,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2837,8,5
12,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70548,66,34
12,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28306,66,34
12,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27175,66,34
12,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1908,4,2
12,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,52,0,0
12,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4908,14,9
12,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2721,8,5
12,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1862,4,2
12,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,55,0,0
12,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5396,14,9
12,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2845,8,5
12,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26451,66,34
12,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25966,66,34
12,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25445,66,34
12,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3598,7,4
12,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,820,2,1
12,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2649,7,4
12,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,795,2,1
12,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2534,7,4
12,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1788,4,2
12,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,48,0,0
12,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4470,14,9
12,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2718,8,5
12,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1946,4,2
12,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,82,0,0
12,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4886,14,9
12,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,69143,8,5
12,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1784,4,2
12,::std::ops,32,::std::ops::Range,::std::cmp::Eq,69,0,0
12,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5510,14,9
12,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3429,8,5
12,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,31287,66,34
12,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28513,66,34
12,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28477,66,34
12,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3371,7,4
12,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,941,2,1
12,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2578,7,4
12,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,780,2,1
12,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2459,7,4
12,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59189,4,2
12,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,61,0,0
12,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1011,2,1
12,::std::ops,46,::std::ops::Function,::std::clone::Clone,953,2,1
13,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,43006,66,34
13,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3145,7,4
13,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,811,2,1
13,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29760,66,34
13,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2940,7,4
13,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,722,2,1
13,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42319,66,34
13,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2977,7,4
13,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,844,2,1
13,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29804,66,34
13,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2778,7,4
13,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33007,66,34
13,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2627,7,4
13,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1690,2,1
13,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40829,67,35
13,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3399,7,4
13,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26084,66,34
13,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,11933,7,4
13,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25915,66,34
13,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2727,7,4
13,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,790,2,1
13,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26359,66,34
13,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3810,7,4
13,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,980,2,1
13,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34150,66,34
13,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2634,7,4
13,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,735,2,1
13,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,45035,66,34
13,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2565,7,4
13,::std::iter,29,::std::iter::Once,::std::iter::Iterator,46907,66,34
13,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2520,7,4
13,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1870,4,2
13,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,105,0,0
13,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5670,14,9
13,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2896,8,5
13,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68951,66,34
13,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27626,66,34
13,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27108,66,34
13,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1808,4,2
13,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,55,0,0
13,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4908,14,9
13,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2696,8,5
13,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1875,4,2
13,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,51,0,0
13,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5348,14,9
13,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2840,8,5
13,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,27603,66,34
13,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25700,66,34
13,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25157,66,34
13,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3535,7,4
13,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,825,2,1
13,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2542,7,4
13,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,829,2,1
13,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2572,7,4
13,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1793,4,2
13,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,71,0,0
13,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4488,14,9
13,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2735,8,5
13,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1894,4,2
13,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,70,0,0
13,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4819,14,9
13,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,67640,8,5
13,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1828,4,2
13,::std::ops,32,::std::ops::Range,::std::cmp::Eq,61,0,0
13,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5603,14,9
13,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3526,8,5
13,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,32417,66,34
13,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28591,66,34
13,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28068,66,34
13,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3252,7,4
13,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,938,2,1
13,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2557,7,4
13,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,805,2,1
13,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2486,7,4
13,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,58237,4,2
13,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,64,0,0
13,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,939,2,1
13,::std::ops,46,::std::ops::Function,::std::clone::Clone,939,2,1
14,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,44443,66,34
14,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3169,7,4
14,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,845,2,1
14,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29900,66,34
14,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2923,7,4
14,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,811,2,1
14,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,41022,66,34
14,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2725,7,4
14,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,856,2,1
14,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,30181,66,34
14,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2802,7,4
14,::std::iter,11,::std::iter::Map,::std::iter::Iterator,34728,66,34
14,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2694,7,4
14,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1641,2,1
14,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40799,67,35
14,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3316,7,4
14,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26083,66,34
14,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10421,7,4
14,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,30181,66,34
14,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2709,7,4
14,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,837,2,1
14,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,57624,66,34
14,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3692,7,4
14,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1031,2,1
14,::std::iter,24,::std::iter::Take,::std::iter::Iterator,35626,66,34
14,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2658,7,4
14,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,802,2,1
14,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40441,66,34
