sample,module,stage,entries,ns,functions_added,metadata_added
77,::std::iter,trait_impls,31,466706,891,464
77,::std::iter,reexports,0,38,0,0
77,::std::iter,construct,0,37,0,0
77,::std::ops,identity,1,103,0,0
77,::std::ops,module,1,656,0,1
77,::std::ops,types,17,18593,7,19
77,::std::ops,traits,0,43,0,0
77,::std::ops,items,5,3560,5,5
77,::std::ops,associated,86,20127,95,86
77,::std::ops,trait_impls,47,502819,808,434
77,::std::ops,reexports,2,958,0,2
77,::std::ops,construct,0,33,0,0
79,::std::iter,identity,1,427,0,0
79,::std::iter,module,1,2589,0,3
79,::std::iter,types,12,19648,0,12
79,::std::iter,traits,3,27368,0,38
79,::std::iter,items,3,3022,3,3
79,::std::iter,associated,43,12682,44,43
79,::std::iter,trait_impls,31,469109,891,464
79,::std::iter,reexports,0,37,0,0
79,::std::iter,construct,0,36,0,0
79,::std::ops,identity,1,80,0,0
79,::std::ops,module,1,619,0,1
79,::std::ops,types,17,18907,7,19
79,::std::ops,traits,0,43,0,0
79,::std::ops,items,5,3352,5,5
79,::std::ops,associated,86,19985,95,86
79,::std::ops,trait_impls,47,501692,808,434
79,::std::ops,reexports,2,919,0,2
79,::std::ops,construct,0,34,0,0
80,::std::iter,identity,1,409,0,0
80,::std::iter,module,1,2584,0,3
80,::std::iter,types,12,19938,0,12
80,::std::iter,traits,3,27470,0,38
80,::std::iter,items,3,3021,3,3
80,::std::iter,associated,43,11200,44,43
80,::std::iter,trait_impls,31,470597,891,464
80,::std::iter,reexports,0,39,0,0
80,::std::iter,construct,0,38,0,0
80,::std::ops,identity,1,84,0,0
80,::std::ops,module,1,605,0,1
80,::std::ops,types,17,20247,7,19
80,::std::ops,traits,0,25,0,0
80,::std::ops,items,5,3536,5,5
80,::std::ops,associated,86,20288,95,86
80,::std::ops,trait_impls,47,501465,808,434
80,::std::ops,reexports,2,964,0,2
80,::std::ops,construct,0,33,0,0
81,::std::iter,identity,1,400,0,0
81,::std::iter,module,1,2578,0,3
81,::std::iter,types,12,20522,0,12
81,::std::iter,traits,3,27641,0,38
81,::std::iter,items,3,3105,3,3
81,::std::iter,associated,43,11196,44,43
81,::std::iter,trait_impls,31,467305,891,464
81,::std::iter,reexports,0,37,0,0
81,::std::iter,construct,0,40,0,0
81,::std::ops,identity,1,84,0,0
81,::std::ops,module,1,653,0,1
81,::std::ops,types,17,18751,7,19
81,::std::ops,traits,0,48,0,0
81,::std::ops,items,5,3572,5,5
81,::std::ops,associated,86,19836,95,86
81,::std::ops,trait_impls,47,506488,808,434
81,::std::ops,reexports,2,1017,0,2
81,::std::ops,construct,0,33,0,0
82,::std::iter,identity,1,1467,0,0
82,::std::iter,module,1,2611,0,3
82,::std::iter,types,12,24293,0,12
82,::std::iter,traits,3,28876,0,38
82,::std::iter,items,3,3070,3,3
82,::std::iter,associated,43,10941,44,43
82,::std::iter,trait_impls,31,467057,891,464
82,::std::iter,reexports,0,38,0,0
82,::std::iter,construct,0,37,0,0
82,::std::ops,identity,1,117,0,0
82,::std::ops,module,1,575,0,1
82,::std::ops,types,17,18694,7,19
82,::std::ops,traits,0,41,0,0
82,::std::ops,items,5,3440,5,5
82,::std::ops,associated,86,19633,95,86
82,::std::ops,trait_impls,47,500107,808,434
82,::std::ops,reexports,2,956,0,2
82,::std::ops,construct,0,34,0,0
86,::std::iter,identity,1,488,0,0
86,::std::iter,module,1,2701,0,3
86,::std::iter,types,12,19766,0,12
86,::std::iter,traits,3,29267,0,38
86,::std::iter,items,3,3107,3,3
86,::std::iter,associated,43,10845,44,43
86,::std::iter,trait_impls,31,469309,891,464
86,::std::iter,reexports,0,36,0,0
86,::std::iter,construct,0,38,0,0
86,::std::ops,identity,1,83,0,0
86,::std::ops,module,1,664,0,1
86,::std::ops,types,17,18747,7,19
86,::std::ops,traits,0,34,0,0
86,::std::ops,items,5,3357,5,5
86,::std::ops,associated,86,19883,95,86
86,::std::ops,trait_impls,47,499840,808,434
86,::std::ops,reexports,2,899,0,2
86,::std::ops,construct,0,34,0,0
87,::std::iter,identity,1,396,0,0
87,::std::iter,module,1,2698,0,3
87,::std::iter,types,12,20405,0,12
87,::std::iter,traits,3,28891,0,38
87,::std::iter,items,3,3262,3,3
87,::std::iter,associated,43,12793,44,43
87,::std::iter,trait_impls,31,485444,891,464
87,::std::iter,reexports,0,36,0,0
87,::std::iter,construct,0,33,0,0
87,::std::ops,identity,1,84,0,0
87,::std::ops,module,1,680,0,1
87,::std::ops,types,17,19185,7,19
87,::std::ops,traits,0,35,0,0
87,::std::ops,items,5,3803,5,5
87,::std::ops,associated,86,20726,95,86
87,::std::ops,trait_impls,47,518578,808,434
87,::std::ops,reexports,2,970,0,2
87,::std::ops,construct,0,33,0,0
88,::std::iter,identity,1,463,0,0
88,::std::iter,module,1,2929,0,3
88,::std::iter,types,12,21148,0,12
88,::std::iter,traits,3,27979,0,38
88,::std::iter,items,3,3039,3,3
88,::std::iter,associated,43,11011,44,43
88,::std::iter,trait_impls,31,468739,891,464
88,::std::iter,reexports,0,36,0,0
88,::std::iter,construct,0,37,0,0
88,::std::ops,identity,1,79,0,0
88,::std::ops,module,1,732,0,1
88,::std::ops,types,17,18746,7,19
88,::std::ops,traits,0,36,0,0
88,::std::ops,items,5,3428,5,5
88,::std::ops,associated,86,20046,95,86
88,::std::ops,trait_impls,47,499594,808,434
88,::std::ops,reexports,2,910,0,2
88,::std::ops,construct,0,33,0,0
90,::std::iter,identity,1,413,0,0
90,::std::iter,module,1,2660,0,3
90,::std::iter,types,12,22075,0,12
90,::std::iter,traits,3,27850,0,38
90,::std::iter,items,3,3039,3,3
90,::std::iter,associated,43,11146,44,43
90,::std::iter,trait_impls,31,469043,891,464
90,::std::iter,reexports,0,40,0,0
90,::std::iter,construct,0,39,0,0
90,::std::ops,identity,1,95,0,0
90,::std::ops,module,1,664,0,1
90,::std::ops,types,17,18806,7,19
90,::std::ops,traits,0,51,0,0
90,::std::ops,items,5,3437,5,5
90,::std::ops,associated,86,19924,95,86
90,::std::ops,trait_impls,47,502075,808,434
90,::std::ops,reexports,2,877,0,2
90,::std::ops,construct,0,33,0,0
92,::std::iter,identity,1,399,0,0
92,::std::iter,module,1,2627,0,3
92,::std::iter,types,12,19645,0,12
92,::std::iter,traits,3,27964,0,38
92,::std::iter,items,3,3028,3,3
92,::std::iter,associated,43,11207,44,43
92,::std::iter,trait_impls,31,469112,891,464
92,::std::iter,reexports,0,37,0,0
92,::std::iter,construct,0,36,0,0
92,::std::ops,identity,1,155,0,0
92,::std::ops,module,1,696,0,1
92,::std::ops,types,17,18848,7,19
92,::std::ops,traits,0,44,0,0
92,::std::ops,items,5,3570,5,5
92,::std::ops,associated,86,20110,95,86
92,::std::ops,trait_impls,47,501411,808,434
92,::std::ops,reexports,2,935,0,2
92,::std::ops,construct,0,34,0,0
96,::std::iter,identity,1,432,0,0
96,::std::iter,module,1,2615,0,3
96,::std::iter,types,12,27909,0,12
96,::std::iter,traits,3,27649,0,38
96,::std::iter,items,3,3114,3,3
96,::std::iter,associated,43,13177,44,43
96,::std::iter,trait_impls,31,477015,891,464
96,::std::iter,reexports,0,37,0,0
96,::std::iter,construct,0,40,0,0
96,::std::ops,identity,1,106,0,0
96,::std::ops,module,1,643,0,1
96,::std::ops,types,17,18771,7,19
96,::std::ops,traits,0,49,0,0
96,::std::ops,items,5,3503,5,5
96,::std::ops,associated,86,20253,95,86
96,::std::ops,trait_impls,47,504637,808,434
96,::std::ops,reexports,2,1003,0,2
96,::std::ops,construct,0,32,0,0
97,::std::iter,identity,1,426,0,0
97,::std::iter,module,1,2607,0,3
97,::std::iter,types,12,20580,0,12
97,::std::iter,traits,3,27484,0,38
97,::std::iter,items,3,3137,3,3
97,::std::iter,associated,43,11177,44,43
97,::std::iter,trait_impls,31,468938,891,464
97,::std::iter,reexports,0,36,0,0
97,::std::iter,construct,0,37,0,0
97,::std::ops,identity,1,75,0,0
97,::std::ops,module,1,643,0,1
97,::std::ops,types,17,20567,7,19
97,::std::ops,traits,0,47,0,0
97,::std::ops,items,5,3472,5,5
97,::std::ops,associated,86,20176,95,86
97,::std::ops,trait_impls,47,503570,808,434
97,::std::ops,reexports,2,932,0,2
97,::std::ops,construct,0,38,0,0
98,::std::iter,identity,1,410,0,0
98,::std::iter,module,1,2728,0,3
98,::std::iter,types,12,21613,0,12
98,::std::iter,traits,3,27946,0,38
98,::std::iter,items,3,2999,3,3
98,::std::iter,associated,43,11348,44,43
98,::std::iter,trait_impls,31,466370,891,464
98,::std::iter,reexports,0,42,0,0
98,::std::iter,construct,0,35,0,0
98,::std::ops,identity,1,99,0,0
98,::std::ops,module,1,681,0,1
98,::std::ops,types,17,18664,7,19
98,::std::ops,traits,0,49,0,0
98,::std::ops,items,5,3452,5,5
98,::std::ops,associated,86,19976,95,86
98,::std::ops,trait_impls,47,501425,808,434
98,::std::ops,reexports,2,924,0,2
98,::std::ops,construct,0,32,0,0
100,::std::iter,identity,1,1422,0,0
100,::std::iter,module,1,2751,0,3
100,::std::iter,types,12,18206,0,12
100,::std::iter,traits,3,28980,0,38
100,::std::iter,items,3,3099,3,3
100,::std::iter,associated,43,12759,44,43
100,::std::iter,trait_impls,31,469142,891,464
100,::std::iter,reexports,0,36,0,0
100,::std::iter,construct,0,41,0,0
100,::std::ops,identity,1,158,0,0
100,::std::ops,module,1,646,0,1
100,::std::ops,types,17,18646,7,19
100,::std::ops,traits,0,56,0,0
100,::std::ops,items,5,3455,5,5
100,::std::ops,associated,86,20015,95,86
100,::std::ops,trait_impls,47,502379,808,434
100,::std::ops,reexports,2,940,0,2
100,::std::ops,construct,0,35,0,0
102,::std::iter,identity,1,395,0,0
102,::std::iter,module,1,2645,0,3
102,::std::iter,types,12,20143,0,12
102,::std::iter,traits,3,27229,0,38
102,::std::iter,items,3,3079,3,3
102,::std::iter,associated,43,10975,44,43
102,::std::iter,trait_impls,31,466940,891,464
102,::std::iter,reexports,0,36,0,0
102,::std::iter,construct,0,39,0,0
102,::std::ops,identity,1,105,0,0
102,::std::ops,module,1,659,0,1
102,::std::ops,types,17,18793,7,19
102,::std::ops,traits,0,48,0,0
102,::std::ops,items,5,3442,5,5
102,::std::ops,associated,86,19950,95,86
102,::std::ops,trait_impls,47,506625,808,434
102,::std::ops,reexports,2,992,0,2
102,::std::ops,construct,0,31,0,0
105,::std::iter,identity,1,412,0,0
105,::std::iter,module,1,2665,0,3
105,::std::iter,types,12,19858,0,12
105,::std::iter,traits,3,27667,0,38
105,::std::iter,items,3,2967,3,3
105,::std::iter,associated,43,10797,44,43
105,::std::iter,trait_impls,31,470584,891,464
105,::std::iter,reexports,0,35,0,0
105,::std::iter,construct,0,39,0,0
105,::std::ops,identity,1,86,0,0
105,::std::ops,module,1,643,0,1
105,::std::ops,types,17,20234,7,19
105,::std::ops,traits,0,52,0,0
105,::std::ops,items,5,3469,5,5
105,::std::ops,associated,86,20028,95,86
105,::std::ops,trait_impls,47,499025,808,434
105,::std::ops,reexports,2,829,0,2
105,::std::ops,construct,0,34,0,0
106,::std::iter,identity,1,430,0,0
106,::std::iter,module,1,3645,0,3
106,::std::iter,types,12,19673,0,12
106,::std::iter,traits,3,27354,0,38
106,::std::iter,items,3,3104,3,3
106,::std::iter,associated,43,11060,44,43
106,::std::iter,trait_impls,31,469477,891,464
106,::std::iter,reexports,0,36,0,0
106,::std::iter,construct,0,39,0,0
106,::std::ops,identity,1,83,0,0
106,::std::ops,module,1,663,0,1
106,::std::ops,types,17,18665,7,19
106,::std::ops,traits,0,52,0,0
106,::std::ops,items,5,3577,5,5
106,::std::ops,associated,86,20003,95,86
106,::std::ops,trait_impls,47,503749,808,434
106,::std::ops,reexports,2,937,0,2
106,::std::ops,construct,0,38,0,0
107,::std::iter,identity,1,1524,0,0
107,::std::iter,module,1,2643,0,3
107,::std::iter,types,12,18432,0,12
107,::std::iter,traits,3,29133,0,38
107,::std::iter,items,3,3049,3,3
107,::std::iter,associated,43,10943,44,43
107,::std::iter,trait_impls,31,474246,891,464
107,::std::iter,reexports,0,39,0,0
107,::std::iter,construct,0,39,0,0
107,::std::ops,identity,1,91,0,0
107,::std::ops,module,1,680,0,1
107,::std::ops,types,17,18674,7,19
107,::std::ops,traits,0,51,0,0
107,::std::ops,items,5,3395,5,5
107,::std::ops,associated,86,19721,95,86
107,::std::ops,trait_impls,47,503370,808,434
107,::std::ops,reexports,2,938,0,2
107,::std::ops,construct,0,35,0,0
112,::std::iter,identity,1,402,0,0
112,::std::iter,module,1,2630,0,3
112,::std::iter,types,12,19530,0,12
112,::std::iter,traits,3,27231,0,38
112,::std::iter,items,3,2996,3,3
112,::std::iter,associated,43,14386,44,43
112,::std::iter,trait_impls,31,465970,891,464
112,::std::iter,reexports,0,40,0,0
112,::std::iter,construct,0,35,0,0
112,::std::ops,identity,1,120,0,0
112,::std::ops,module,1,650,0,1
112,::std::ops,types,17,18620,7,19
112,::std::ops,traits,0,56,0,0
112,::std::ops,items,5,3365,5,5
112,::std::ops,associated,86,20406,95,86
112,::std::ops,trait_impls,47,503583,808,434
112,::std::ops,reexports,2,934,0,2
112,::std::ops,construct,0,31,0,0
115,::std::iter,identity,1,427,0,0
115,::std::iter,module,1,2574,0,3
115,::std::iter,types,12,28883,0,12
115,::std::iter,traits,3,27729,0,38
115,::std::iter,items,3,3116,3,3
115,::std::iter,associated,43,11103,44,43
115,::std::iter,trait_impls,31,468094,891,464
115,::std::iter,reexports,0,37,0,0
115,::std::iter,construct,0,36,0,0
115,::std::ops,identity,1,97,0,0
115,::std::ops,module,1,641,0,1
115,::std::ops,types,17,18722,7,19
115,::std::ops,traits,0,56,0,0
115,::std::ops,items,5,3589,5,5
115,::std::ops,associated,86,20261,95,86
115,::std::ops,trait_impls,47,514384,808,434
115,::std::ops,reexports,2,965,0,2
115,::std::ops,construct,0,32,0,0
116,::std::iter,identity,1,422,0,0
116,::std::iter,module,1,2693,0,3
116,::std::iter,types,12,20156,0,12
116,::std::iter,traits,3,32564,0,38
116,::std::iter,items,3,3092,3,3
116,::std::iter,associated,43,12525,44,43
116,::std::iter,trait_impls,31,464509,891,464
116,::std::iter,reexports,0,36,0,0
116,::std::iter,construct,0,36,0,0
116,::std::ops,identity,1,73,0,0
116,::std::ops,module,1,589,0,1
116,::std::ops,types,17,18342,7,19
116,::std::ops,traits,0,48,0,0
116,::std::ops,items,5,3423,5,5
116,::std::ops,associated,86,20113,95,86
116,::std::ops,trait_impls,47,501918,808,434
116,::std::ops,reexports,2,963,0,2
116,::std::ops,construct,0,35,0,0
126,::std::iter,identity,1,416,0,0
126,::std::iter,module,1,2683,0,3
126,::std::iter,types,12,20564,0,12
126,::std::iter,traits,3,28009,0,38
126,::std::iter,items,3,3050,3,3
126,::std::iter,associated,43,10969,44,43
126,::std::iter,trait_impls,31,467756,891,464
126,::std::iter,reexports,0,35,0,0
126,::std::iter,construct,0,37,0,0
126,::std::ops,identity,1,159,0,0
126,::std::ops,module,1,679,0,1
126,::std::ops,types,17,20045,7,19
126,::std::ops,traits,0,48,0,0
126,::std::ops,items,5,3500,5,5
126,::std::ops,associated,86,20142,95,86
126,::std::ops,trait_impls,47,498230,808,434
126,::std::ops,reexports,2,865,0,2
126,::std::ops,construct,0,35,0,0
127,::std::iter,identity,1,1441,0,0
127,::std::iter,module,1,7218,0,3
127,::std::iter,types,12,18819,0,12
127,::std::iter,traits,3,28046,0,38
127,::std::iter,items,3,3045,3,3
127,::std::iter,associated,43,11369,44,43
127,::std::iter,trait_impls,31,467478,891,464
127,::std::iter,reexports,0,37,0,0
127,::std::iter,construct,0,37,0,0
127,::std::ops,identity,1,87,0,0
127,::std::ops,module,1,646,0,1
127,::std::ops,types,17,18423,7,19
127,::std::ops,traits,0,57,0,0
127,::std::ops,items,5,3402,5,5
127,::std::ops,associated,86,23026,95,86
127,::std::ops,trait_impls,47,494282,808,434
127,::std::ops,reexports,2,961,0,2
127,::std::ops,construct,0,33,0,0
128,::std::iter,identity,1,444,0,0
128,::std::iter,module,1,2588,0,3
128,::std::iter,types,12,20914,0,12
128,::std::iter,traits,3,28793,0,38
128,::std::iter,items,3,3129,3,3
128,::std::iter,associated,43,10838,44,43
128,::std::iter,trait_impls,31,470231,891,464
128,::std::iter,reexports,0,37,0,0
128,::std::iter,construct,0,42,0,0
128,::std::ops,identity,1,89,0,0
128,::std::ops,module,1,656,0,1
128,::std::ops,types,17,18733,7,19
128,::std::ops,traits,0,35,0,0
128,::std::ops,items,5,3427,5,5
128,::std::ops,associated,86,20097,95,86
128,::std::ops,trait_impls,47,501492,808,434
128,::std::ops,reexports,2,872,0,2
128,::std::ops,construct,0,37,0,0
130,::std::iter,identity,1,427,0,0
130,::std::iter,module,1,2617,0,3
130,::std::iter,types,12,19916,0,12
130,::std::iter,traits,3,27451,0,38
130,::std::iter,items,3,3045,3,3
130,::std::iter,associated,43,10956,44,43
130,::std::iter,trait_impls,31,467043,891,464
130,::std::iter,reexports,0,38,0,0
130,::std::iter,construct,0,41,0,0
130,::std::ops,identity,1,107,0,0
130,::std::ops,module,1,647,0,1
130,::std::ops,types,17,20222,7,19
130,::std::ops,traits,0,58,0,0
130,::std::ops,items,5,3463,5,5
130,::std::ops,associated,86,19910,95,86
130,::std::ops,trait_impls,47,500378,808,434
130,::std::ops,reexports,2,923,0,2
130,::std::ops,construct,0,37,0,0
133,::std::iter,identity,1,443,0,0
133,::std::iter,module,1,2679,0,3
133,::std::iter,types,12,18377,0,12
133,::std::iter,traits,3,27262,0,38
133,::std::iter,items,3,3094,3,3
133,::std::iter,associated,43,12801,44,43
133,::std::iter,trait_impls,31,466123,891,464
133,::std::iter,reexports,0,36,0,0
133,::std::iter,construct,0,36,0,0
133,::std::ops,identity,1,104,0,0
133,::std::ops,module,1,646,0,1
133,::std::ops,types,17,18815,7,19
133,::std::ops,traits,0,54,0,0
133,::std::ops,items,5,3515,5,5
133,::std::ops,associated,86,20138,95,86
133,::std::ops,trait_impls,47,495546,808,434
133,::std::ops,reexports,2,914,0,2
133,::std::ops,construct,0,34,0,0
136,::std::iter,identity,1,457,0,0
136,::std::iter,module,1,3681,0,3
136,::std::iter,types,12,19473,0,12
136,::std::iter,traits,3,29182,0,38
136,::std::iter,items,3,3127,3,3
136,::std::iter,associated,43,10940,44,43
136,::std::iter,trait_impls,31,466805,891,464
136,::std::iter,reexports,0,36,0,0
136,::std::iter,construct,0,35,0,0
136,::std::ops,identity,1,89,0,0
136,::std::ops,module,1,651,0,1
136,::std::ops,types,17,18701,7,19
136,::std::ops,traits,0,49,0,0
136,::std::ops,items,5,3401,5,5
136,::std::ops,associated,86,20371,95,86
136,::std::ops,trait_impls,47,504504,808,434
136,::std::ops,reexports,2,911,0,2
136,::std::ops,construct,0,36,0,0
137,::std::iter,identity,1,436,0,0
137,::std::iter,module,1,3688,0,3
137,::std::iter,types,12,20402,0,12
137,::std::iter,traits,3,27290,0,38
137,::std::iter,items,3,2990,3,3
137,::std::iter,associated,43,12771,44,43
137,::std::iter,trait_impls,31,466742,891,464
137,::std::iter,reexports,0,36,0,0
137,::std::iter,construct,0,43,0,0
137,::std::ops,identity,1,94,0,0
137,::std::ops,module,1,629,0,1
137,::std::ops,types,17,19020,7,19
137,::std::ops,traits,0,57,0,0
137,::std::ops,items,5,3381,5,5
137,::std::ops,associated,86,20275,95,86
137,::std::ops,trait_impls,47,499723,808,434
137,::std::ops,reexports,2,882,0,2
137,::std::ops,construct,0,38,0,0
144,::std::iter,identity,1,682,0,0
144,::std::iter,module,1,3539,0,3
144,::std::iter,types,12,23269,0,12
144,::std::iter,traits,3,28292,0,38
144,::std::iter,items,3,3367,3,3
144,::std::iter,associated,43,11267,44,43
144,::std::iter,trait_impls,31,470243,891,464
144,::std::iter,reexports,0,38,0,0
144,::std::iter,construct,0,33,0,0
144,::std::ops,identity,1,78,0,0
144,::std::ops,module,1,647,0,1
144,::std::ops,types,17,18742,7,19
144,::std::ops,traits,0,50,0,0
144,::std::ops,items,5,3458,5,5
144,::std::ops,associated,86,19747,95,86
144,::std::ops,trait_impls,47,499745,808,434
144,::std::ops,reexports,2,913,0,2
144,::std::ops,construct,0,25,0,0
149,::std::iter,identity,1,426,0,0
149,::std::iter,module,1,2649,0,3
149,::std::iter,types,12,20513,0,12
149,::std::iter,traits,3,34744,0,38
149,::std::iter,items,3,3126,3,3
149,::std::iter,associated,43,11142,44,43
149,::std::iter,trait_impls,31,466633,891,464
149,::std::iter,reexports,0,39,0,0
149,::std::iter,construct,0,33,0,0
149,::std::ops,identity,1,111,0,0
149,::std::ops,module,1,628,0,1
149,::std::ops,types,17,19324,7,19
149,::std::ops,traits,0,55,0,0
149,::std::ops,items,5,3523,5,5
149,::std::ops,associated,86,19854,95,86
149,::std::ops,trait_impls,47,501219,808,434
149,::std::ops,reexports,2,972,0,2
149,::std::ops,construct,0,34,0,0
150,::std::iter,identity,1,415,0,0
150,::std::iter,module,1,2600,0,3
150,::std::iter,types,12,25860,0,12
150,::std::iter,traits,3,27452,0,38
150,::std::iter,items,3,2973,3,3
150,::std::iter,associated,43,10812,44,43
150,::std::iter,trait_impls,31,471060,891,464
150,::std::iter,reexports,0,36,0,0
150,::std::iter,construct,0,35,0,0
150,::std::ops,identity,1,84,0,0
150,::std::ops,module,1,653,0,1
150,::std::ops,types,17,18437,7,19
150,::std::ops,traits,0,21,0,0
150,::std::ops,items,5,3378,5,5
150,::std::ops,associated,86,20311,95,86
150,::std::ops,trait_impls,47,500494,808,434
150,::std::ops,reexports,2,904,0,2
150,::std::ops,construct,0,31,0,0
152,::std::iter,identity,1,404,0,0
152,::std::iter,module,1,2710,0,3
152,::std::iter,types,12,18757,0,12
152,::std::iter,traits,3,31813,0,38
152,::std::iter,items,3,3127,3,3
152,::std::iter,associated,43,20238,44,43
152,::std::iter,trait_impls,31,466132,891,464
152,::std::iter,reexports,0,36,0,0
152,::std::iter,construct,0,39,0,0
152,::std::ops,identity,1,117,0,0
152,::std::ops,module,1,686,0,1
152,::std::ops,types,17,18644,7,19
152,::std::ops,traits,0,21,0,0
152,::std::ops,items,5,3390,5,5
152,::std::ops,associated,86,20090,95,86
152,::std::ops,trait_impls,47,500327,808,434
152,::std::ops,reexports,2,898,0,2
152,::std::ops,construct,0,32,0,0
153,::std::iter,identity,1,405,0,0
153,::std::iter,module,1,2629,0,3
153,::std::iter,types,12,18795,0,12
153,::std::iter,traits,3,29366,0,38
153,::std::iter,items,3,3059,3,3
153,::std::iter,associated,43,11064,44,43
153,::std::iter,trait_impls,31,467444,891,464
153,::std::iter,reexports,0,37,0,0
153,::std::iter,construct,0,34,0,0
153,::std::ops,identity,1,83,0,0
153,::std::ops,module,1,638,0,1
153,::std::ops,types,17,18682,7,19
153,::std::ops,traits,0,56,0,0
153,::std::ops,items,5,3313,5,5
153,::std::ops,associated,86,19979,95,86
153,::std::ops,trait_impls,47,501519,808,434
153,::std::ops,reexports,2,922,0,2
153,::std::ops,construct,0,31,0,0
156,::std::iter,identity,1,408,0,0
156,::std::iter,module,1,2599,0,3
156,::std::iter,types,12,24038,0,12
156,::std::iter,traits,3,27494,0,38
156,::std::iter,items,3,3095,3,3
156,::std::iter,associated,43,10962,44,43
156,::std::iter,trait_impls,31,468396,891,464
156,::std::iter,reexports,0,36,0,0
156,::std::iter,construct,0,42,0,0
156,::std::ops,identity,1,104,0,0
156,::std::ops,module,1,619,0,1
156,::std::ops,types,17,18520,7,19
156,::std::ops,traits,0,49,0,0
156,::std::ops,items,5,3505,5,5
156,::std::ops,associated,86,20010,95,86
156,::std::ops,trait_impls,47,503517,808,434
156,::std::ops,reexports,2,890,0,2
156,::std::ops,construct,0,38,0,0
158,::std::iter,identity,1,433,0,0
158,::std::iter,module,1,2628,0,3
158,::std::iter,types,12,24839,0,12
158,::std::iter,traits,3,27997,0,38
158,::std::iter,items,3,2921,3,3
158,::std::iter,associated,43,12915,44,43
158,::std::iter,trait_impls,31,466257,891,464
158,::std::iter,reexports,0,37,0,0
158,::std::iter,construct,0,35,0,0
158,::std::ops,identity,1,81,0,0
158,::std::ops,module,1,683,0,1
158,::std::ops,types,17,18443,7,19
158,::std::ops,traits,0,50,0,0
158,::std::ops,items,5,3418,5,5
158,::std::ops,associated,86,20040,95,86
158,::std::ops,trait_impls,47,497754,808,434
158,::std::ops,reexports,2,943,0,2
158,::std::ops,construct,0,31,0,0
159,::std::iter,identity,1,425,0,0
159,::std::iter,module,1,2611,0,3
159,::std::iter,types,12,20167,0,12
159,::std::iter,traits,3,27299,0,38
159,::std::iter,items,3,3041,3,3
159,::std::iter,associated,43,10894,44,43
159,::std::iter,trait_impls,31,479995,891,464
159,::std::iter,reexports,0,38,0,0
159,::std::iter,construct,0,36,0,0
159,::std::ops,identity,1,73,0,0
159,::std::ops,module,1,627,0,1
159,::std::ops,types,17,18951,7,19
159,::std::ops,traits,0,55,0,0
159,::std::ops,items,5,3505,5,5
159,::std::ops,associated,86,19846,95,86
159,::std::ops,trait_impls,47,502443,808,434
159,::std::ops,reexports,2,991,0,2
159,::std::ops,construct,0,33,0,0
161,::std::iter,identity,1,428,0,0
161,::std::iter,module,1,3779,0,3
161,::std::iter,types,12,21567,0,12
161,::std::iter,traits,3,27383,0,38
161,::std::iter,items,3,3153,3,3
161,::std::iter,associated,43,10786,44,43
161,::std::iter,trait_impls,31,467232,891,464
161,::std::iter,reexports,0,37,0,0
161,::std::iter,construct,0,37,0,0
161,::std::ops,identity,1,84,0,0
161,::std::ops,module,1,646,0,1
161,::std::ops,types,17,18596,7,19
161,::std::ops,traits,0,49,0,0
161,::std::ops,items,5,3522,5,5
161,::std::ops,associated,86,20181,95,86
161,::std::ops,trait_impls,47,502420,808,434
161,::std::ops,reexports,2,931,0,2
161,::std::ops,construct,0,35,0,0
162,::std::iter,identity,1,422,0,0
162,::std::iter,module,1,3623,0,3
162,::std::iter,types,12,19679,0,12
162,::std::iter,traits,3,29060,0,38
162,::std::iter,items,3,3036,3,3
162,::std::iter,associated,43,11197,44,43
162,::std::iter,trait_impls,31,468884,891,464
162,::std::iter,reexports,0,38,0,0
162,::std::iter,construct,0,36,0,0
162,::std::ops,identity,1,101,0,0
162,::std::ops,module,1,618,0,1
162,::std::ops,types,17,19056,7,19
162,::std::ops,traits,0,50,0,0
162,::std::ops,items,5,3408,5,5
162,::std::ops,associated,86,20096,95,86
162,::std::ops,trait_impls,47,503361,808,434
162,::std::ops,reexports,2,868,0,2
162,::std::ops,construct,0,38,0,0
163,::std::iter,identity,1,1483,0,0
163,::std::iter,module,1,2643,0,3
163,::std::iter,types,12,24267,0,12
163,::std::iter,traits,3,27818,0,38
163,::std::iter,items,3,3103,3,3
163,::std::iter,associated,43,11180,44,43
163,::std::iter,trait_impls,31,468402,891,464
163,::std::iter,reexports,0,37,0,0
163,::std::iter,construct,0,38,0,0
163,::std::ops,identity,1,115,0,0
163,::std::ops,module,1,741,0,1
163,::std::ops,types,17,18609,7,19
163,::std::ops,traits,0,48,0,0
163,::std::ops,items,5,3368,5,5
163,::std::ops,associated,86,20088,95,86
163,::std::ops,trait_impls,47,504435,808,434
163,::std::ops,reexports,2,978,0,2
163,::std::ops,construct,0,34,0,0
166,::std::iter,identity,1,421,0,0
166,::std::iter,module,1,2753,0,3
166,::std::iter,types,12,25869,0,12
166,::std::iter,traits,3,29255,0,38
166,::std::iter,items,3,3099,3,3
166,::std::iter,associated,43,10734,44,43
166,::std::iter,trait_impls,31,469937,891,464
166,::std::iter,reexports,0,40,0,0
166,::std::iter,construct,0,33,0,0
166,::std::ops,identity,1,89,0,0
166,::std::ops,module,1,668,0,1
166,::std::ops,types,17,18509,7,19
166,::std::ops,traits,0,47,0,0
166,::std::ops,items,5,3383,5,5
