sample,module,build_ns,install_ns,drop_ns
64,collections::vec_deque,6663,67713,829
64,char,2339,12612,301
64,f64,9915,32806,1006
64,tuple,3993,17736,463
64,fmt,5104,6454,332
64,future,927,2655,186
64,i64,8722,61420,903
64,u64,5862,24349,601
64,io,3107,4629,305
64,macros,185,586,174
64,macros::builtin,1294,2325,182
64,mem,2105,8172,300
64,object,7960,105957,970
64,ops,43226,538535,4010
64,ops::generator,5322,46283,533
64,option,7927,107663,916
64,result,4832,21489,568
64,stream,1668,4064,257
64,test,1986,4441,257
64,vec,6391,25135,733
64,slice,1874,30965,272
66,iter,45112,549706,2905
66,core,3998,10899,402
66,cmp,4616,15780,608
66,any,1739,3818,299
66,clone,2275,2627,209
66,num,2624,2349,171
66,hash,527,1365,163
66,string,12250,176599,1557
66,bytes,6419,33722,789
66,collections,1367,2212,270
66,collections::hash_map,9741,134394,868
66,collections::hash_set,11067,212132,851
66,collections::vec_deque,7414,69417,799
66,char,2218,9444,295
66,f64,9833,32331,974
66,tuple,3665,17731,411
66,fmt,4704,6132,340
66,future,885,2543,200
66,i64,8364,61340,847
66,u64,6269,24440,654
66,io,3023,4597,367
66,macros,198,621,137
66,macros::builtin,1305,2423,180
66,mem,2087,7898,295
66,object,8063,103851,923
66,ops,44779,539673,4045
66,ops::generator,5152,45619,575
66,option,7648,105684,827
66,result,5002,21562,645
66,stream,1720,4087,277
66,test,2060,4646,238
66,vec,5848,25174,725
66,slice,1935,30712,244
67,iter,46924,537774,2887
67,core,3933,10490,422
67,cmp,4679,15871,648
67,any,2930,3807,270
67,clone,1110,2567,237
67,num,2121,2312,184
67,hash,548,1500,134
67,string,12455,173044,1519
67,bytes,6385,33582,766
67,collections,1374,2087,288
67,collections::hash_map,11203,132122,748
67,collections::hash_set,9650,236278,887
67,collections::vec_deque,7506,67439,842
67,char,2197,9212,308
67,f64,9919,34086,965
67,tuple,3866,17583,481
67,fmt,5422,6294,342
67,future,941,2602,179
67,i64,8620,60330,899
67,u64,6188,24559,660
67,io,3213,4534,361
67,macros,185,603,120
67,macros::builtin,1228,2344,173
67,mem,2057,8092,307
67,object,9285,103882,973
67,ops,42543,541974,4091
67,ops::generator,5410,45686,644
67,option,8116,104795,897
67,result,5158,21583,643
67,stream,1751,4056,263
67,test,2076,4544,286
67,vec,5814,25721,736
67,slice,1844,30621,266
68,iter,47470,537987,2779
68,core,3970,10814,399
68,cmp,4517,15594,632
68,any,2975,3836,269
68,clone,2308,2603,226
68,num,2137,2333,169
68,hash,507,1444,146
68,string,12204,175238,1512
68,bytes,6615,33122,745
68,collections,1337,2242,246
68,collections::hash_map,11137,133127,874
68,collections::hash_set,9839,212915,780
68,collections::vec_deque,6676,67130,755
68,char,2469,9256,294
68,f64,10072,32494,964
68,tuple,3700,17881,422
68,fmt,5090,7498,422
68,future,1530,4196,246
68,i64,12300,59179,871
68,u64,5788,26046,651
68,io,3156,4745,409
68,macros,184,630,136
68,macros::builtin,1256,2321,171
68,mem,2224,7995,321
68,object,7910,104258,903
68,ops,43549,538247,4104
68,ops::generator,5234,45208,601
68,option,8182,102965,877
68,result,4803,21265,595
68,stream,1755,4156,274
68,test,1985,4433,252
68,vec,6166,27031,679
68,slice,1851,30090,262
69,iter,46577,536717,2897
69,core,3962,10732,407
69,cmp,5786,15851,693
69,any,1817,3811,272
69,clone,2243,2652,236
69,num,3267,2274,187
69,hash,545,1557,145
69,string,13267,176457,1546
69,bytes,6638,33648,762
69,collections,1421,2293,270
69,collections::hash_map,11122,134952,875
69,collections::hash_set,9671,235092,908
69,collections::vec_deque,7366,67616,889
69,char,2542,9471,319
69,f64,10129,32583,936
69,tuple,3904,18017,457
69,fmt,5295,6307,330
69,future,944,2719,195
69,i64,8906,61623,910
69,u64,6282,24915,621
69,io,3189,4611,357
69,macros,186,649,150
69,macros::builtin,1257,2457,180
69,mem,2100,7945,321
69,object,7655,106062,949
69,ops,42658,546240,4128
69,ops::generator,5156,45840,613
69,option,8054,107308,1148
69,result,6415,23777,617
69,stream,1684,4101,251
69,test,2061,4443,258
69,vec,6494,25796,678
69,slice,1955,30930,294
70,iter,45864,537083,2989
70,core,3992,10788,381
70,cmp,4846,15829,631
70,any,2921,3824,290
70,clone,1115,2556,199
70,num,1992,2170,174
70,hash,513,1405,136
70,string,12058,175754,1523
70,bytes,6342,33677,771
70,collections,1319,2239,269
70,collections::hash_map,9052,134410,877
70,collections::hash_set,9893,211968,811
70,collections::vec_deque,6806,67473,943
70,char,2378,9464,316
70,f64,10263,31813,1017
70,tuple,3682,17906,440
70,fmt,5204,6434,319
70,future,908,2707,186
70,i64,8348,60382,812
70,u64,5737,24843,647
70,io,3125,4567,376
70,macros,178,593,124
70,macros::builtin,1237,2395,166
70,mem,2092,7894,322
70,object,9180,105681,916
70,ops,42056,538631,4094
70,ops::generator,5253,45163,556
70,option,8045,104700,840
70,result,4610,21161,597
70,stream,1767,4030,287
70,test,2011,4479,246
70,vec,6202,25198,738
70,slice,1956,30346,262
72,iter,43832,537515,2987
72,core,4185,10753,427
72,cmp,4665,15605,679
72,any,1700,3776,318
72,clone,2240,2636,222
72,num,2765,2308,158
72,hash,519,1505,155
72,string,12859,174077,1480
72,bytes,6345,35014,740
72,collections,1387,2155,240
72,collections::hash_map,9619,132453,769
72,collections::hash_set,9586,210140,1064
72,collections::vec_deque,11685,66896,876
72,char,2384,9298,324
72,f64,10285,34395,937
72,tuple,3726,17524,468
72,fmt,4934,6365,326
72,future,935,2694,217
72,i64,8676,61656,875
72,u64,6039,24841,600
72,io,3155,4509,335
72,macros,153,626,137
72,macros::builtin,1223,2410,172
72,mem,2143,8082,319
72,object,8123,105318,923
72,ops,44422,537266,7436
72,ops::generator,5321,45262,664
72,option,8370,105436,840
72,result,4776,21450,604
72,stream,1723,4051,240
72,test,2035,4563,284
72,vec,5985,25385,682
72,slice,2101,30591,287
73,iter,49029,552269,2985
73,core,3979,10775,364
73,cmp,4582,15808,590
73,any,2996,3791,291
73,clone,2231,2671,210
73,num,2101,2256,158
73,hash,527,1421,152
73,string,12970,176437,1474
73,bytes,6902,33447,699
73,collections,1321,2131,266
73,collections::hash_map,11205,133967,904
73,collections::hash_set,9658,209390,877
73,collections::vec_deque,6723,71801,867
73,char,2333,9236,283
73,f64,10223,32232,988
73,tuple,3848,17464,427
73,fmt,5106,6418,355
73,future,965,2627,188
73,i64,10208,61885,754
73,u64,5863,24850,601
73,io,3108,4618,388
73,macros,174,645,128
73,macros::builtin,1196,2298,184
73,mem,2112,7994,313
73,object,7736,104860,951
73,ops,43375,540565,4252
73,ops::generator,5344,51243,583
73,option,7596,107513,894
73,result,4935,26129,618
73,stream,1728,4158,263
73,test,2115,4389,259
73,vec,5938,25211,696
73,slice,1834,30794,265
77,iter,45694,528372,2947
77,core,4008,10794,393
77,cmp,4619,17228,625
77,any,3156,3838,308
77,clone,1130,2635,216
77,num,1981,2306,185
77,hash,555,1388,148
77,string,12420,175421,1564
77,bytes,6336,38224,844
77,collections,1357,2245,277
77,collections::hash_map,11451,132757,793
77,collections::hash_set,9910,208540,924
77,collections::vec_deque,6909,67271,900
77,char,2129,9531,318
77,f64,9713,34040,965
77,tuple,3633,17741,411
77,fmt,5311,6290,347
77,future,949,2652,206
77,i64,8351,61710,843
77,u64,5792,24478,639
77,io,3152,4528,366
77,macros,172,583,134
77,macros::builtin,1268,2342,162
77,mem,2105,7901,314
77,object,8269,103729,940
77,ops,42424,541171,4195
77,ops::generator,5182,46043,590
77,option,7675,105217,936
77,result,4726,21685,588
77,stream,1745,4048,289
77,test,1956,4376,275
77,vec,5822,25055,713
77,slice,1856,30445,312
79,iter,46170,535725,2901
79,core,4036,10760,500
79,cmp,4693,15946,650
79,any,3138,3807,315
79,clone,2311,2687,253
79,num,2103,2309,196
79,hash,545,1500,175
79,string,12649,175846,1427
79,bytes,6543,40320,798
79,collections,1413,2326,269
79,collections::hash_map,10952,134894,834
79,collections::hash_set,9661,210178,877
79,collections::vec_deque,6697,67421,875
79,char,2238,9315,294
79,f64,9988,32368,922
79,tuple,3722,17897,436
79,fmt,5096,6435,360
79,future,938,2625,207
79,i64,8335,60500,810
79,u64,5809,24775,594
79,io,3228,4517,358
79,macros,162,621,166
79,macros::builtin,1227,2412,162
79,mem,2087,7850,334
79,object,7578,105679,954
79,ops,42857,544384,4193
79,ops::generator,5687,45674,605
79,option,8010,103190,840
79,result,4622,21909,632
79,stream,1713,4062,249
79,test,2032,4621,293
79,vec,5950,25088,716
79,slice,1906,30575,255
80,iter,46742,526722,2975
80,core,4049,10737,389
80,cmp,4503,15982,616
80,any,2932,3783,259
80,clone,3071,2523,199
80,num,1964,2326,178
80,hash,536,1445,134
80,string,12228,176286,1478
80,bytes,6408,33230,829
80,collections,1443,2179,243
80,collections::hash_map,10936,138907,770
80,collections::hash_set,9967,209391,764
80,collections::vec_deque,6642,67049,863
80,char,2179,9427,303
80,f64,9863,32388,1022
80,tuple,3802,17995,443
80,fmt,5278,6511,364
80,future,922,2677,188
80,i64,8937,61277,839
80,u64,5965,24730,652
80,io,3087,4528,345
80,macros,149,645,133
80,macros::builtin,1239,2402,173
80,mem,2134,8116,311
80,object,7910,105570,960
80,ops,42644,541702,4323
80,ops::generator,5187,45241,564
80,option,8325,104858,849
80,result,5102,21440,637
80,stream,1716,4053,291
80,test,1973,4469,252
80,vec,6353,25161,650
80,slice,1873,30667,265
81,iter,45516,528666,2797
81,core,3984,10819,419
81,cmp,4392,15866,630
81,any,1669,3762,264
81,clone,2300,2640,225
81,num,2722,2379,193
81,hash,515,1465,153
81,string,12704,174784,1402
81,bytes,6440,33092,706
81,collections,1317,2211,269
81,collections::hash_map,9221,138310,812
81,collections::hash_set,11022,207879,844
81,collections::vec_deque,6655,69573,911
81,char,2587,9387,312
81,f64,9782,32591,925
81,tuple,3742,17755,456
81,fmt,4761,6250,325
81,future,934,2657,186
81,i64,8363,60444,818
81,u64,6387,24252,610
81,io,3220,4635,337
81,macros,185,634,153
81,macros::builtin,1290,2484,171
81,mem,2080,7866,306
81,object,7726,104105,954
81,ops,43898,547999,4126
81,ops::generator,5441,46139,592
81,option,8095,104134,888
81,result,4765,21189,626
81,stream,1740,4173,262
81,test,2069,4542,248
81,vec,5765,25282,682
81,slice,1862,30653,272
82,iter,52886,526197,3067
82,core,3924,10718,505
82,cmp,4536,15736,673
82,any,2976,3879,283
82,clone,2178,2612,213
82,num,2043,2211,188
82,hash,541,1468,164
82,string,12482,174280,1596
82,bytes,6539,35188,835
82,collections,1329,2198,279
82,collections::hash_map,10914,137054,823
82,collections::hash_set,11416,208688,807
82,collections::vec_deque,6722,67943,863
82,char,2294,9337,313
82,f64,9678,34155,966
82,tuple,3810,17604,481
82,fmt,4811,6210,340
82,future,934,2700,204
82,i64,8722,62045,876
82,u64,6165,24989,681
82,io,3088,4406,373
82,macros,148,611,126
82,macros::builtin,2323,2378,173
82,mem,2146,8137,320
82,object,7840,104406,892
82,ops,44700,544727,3950
82,ops::generator,5179,45966,584
82,option,8020,104602,900
82,result,5158,21482,645
82,stream,1742,4184,300
82,test,2001,4510,299
82,vec,5981,25039,678
82,slice,1817,30284,297
86,iter,46797,529102,2943
86,core,4282,11027,388
86,cmp,4827,16153,561
86,any,3292,3808,261
86,clone,1105,2474,200
86,num,2032,2231,178
86,hash,813,1427,145
86,string,13053,174874,1412
86,bytes,7091,34279,807
86,collections,1335,2130,276
86,collections::hash_map,11408,137903,794
86,collections::hash_set,10088,208997,856
86,collections::vec_deque,6729,67056,842
86,char,2587,9315,282
86,f64,10197,32469,937
86,tuple,4140,17879,428
86,fmt,5457,6454,346
86,future,960,2587,205
86,i64,8778,61609,835
86,u64,6176,24831,610
86,io,3193,4505,326
86,macros,163,583,132
86,macros::builtin,2528,2803,210
86,mem,2331,8080,298
86,object,8652,103503,978
86,ops,47639,547922,4089
86,ops::generator,5260,45386,591
86,option,7907,104263,904
86,result,5086,21230,611
86,stream,1720,4037,247
86,test,2043,4435,291
86,vec,5660,25143,732
86,slice,1883,30348,278
87,iter,53363,529289,3027
87,core,4147,10867,469
87,cmp,4766,15898,768
87,any,2982,3859,317
87,clone,1212,2634,224
87,num,1865,2343,168
87,hash,545,1451,134
87,string,12788,175834,1571
87,bytes,6682,32930,710
87,collections,1340,2329,238
87,collections::hash_map,11227,136897,781
87,collections::hash_set,11513,208334,965
87,collections::vec_deque,7424,67008,782
87,char,2374,9262,302
87,f64,11816,32240,967
87,tuple,3983,17517,478
87,fmt,5219,6295,342
87,future,928,2672,203
87,i64,8919,60417,897
87,u64,6208,24399,624
87,io,3293,4671,388
87,macros,182,600,143
87,macros::builtin,1243,2426,196
87,mem,2215,7853,333
87,object,8282,103624,969
87,ops,44392,545437,4231
87,ops::generator,6961,46129,602
87,option,8179,104979,893
87,result,5104,21275,602
87,stream,1683,4093,309
87,test,2063,4463,272
87,vec,5948,25560,645
87,slice,1953,30217,297
88,iter,51756,526891,3035
88,core,3940,10650,467
88,cmp,4497,15704,682
88,any,2975,3893,270
88,clone,1167,2471,227
88,num,1931,2245,184
88,hash,535,1487,136
88,string,11977,176374,1543
88,bytes,6531,33869,765
88,collections,1450,2164,265
88,collections::hash_map,9411,134784,827
88,collections::hash_set,10007,212186,867
88,collections::vec_deque,7227,67682,917
88,char,2245,9321,354
88,f64,9856,34016,966
88,tuple,3809,17876,447
88,fmt,5220,6390,364
88,future,926,2772,208
88,i64,8487,61424,866
88,u64,5929,24516,620
88,io,3034,4541,399
88,macros,182,637,132
88,macros::builtin,1275,2322,181
88,mem,2073,8139,333
88,object,7599,105381,975
88,ops,43335,546919,4145
88,ops::generator,5202,45464,583
88,option,8033,104468,1006
88,result,4831,21238,648
88,stream,1751,4075,284
88,test,1956,4337,253
88,vec,5718,24938,738
88,slice,1879,30398,322
90,iter,46445,535360,3026
90,core,3953,10577,407
90,cmp,4641,15835,620
90,any,2960,3776,293
90,clone,1175,2643,235
90,num,2008,2128,193
90,hash,517,1443,158
90,string,12681,175524,1541
90,bytes,6830,33944,754
90,collections,1460,2154,271
90,collections::hash_map,9878,134591,904
90,collections::hash_set,9623,212724,896
90,collections::vec_deque,7516,67258,848
90,char,2351,9366,303
90,f64,10132,32576,954
90,tuple,5079,17842,475
90,fmt,5170,6486,311
90,future,903,2559,191
90,i64,8540,62330,784
90,u64,6275,24707,599
90,io,3104,4558,349
90,macros,191,649,157
90,macros::builtin,1239,2376,195
90,mem,2253,8079,300
90,object,8118,105824,954
90,ops,44178,544254,4008
90,ops::generator,5528,47092,562
90,option,8391,103047,871
90,result,5173,21367,583
90,stream,1709,4069,221
90,test,2095,4485,239
90,vec,5864,24959,654
90,slice,1942,30457,245
92,iter,47159,547083,2976
92,core,4156,11069,377
92,cmp,4718,16045,639
92,any,2911,4008,301
92,clone,1164,2677,214
92,num,2225,2371,187
92,hash,526,1525,128
92,string,12523,180421,1487
92,bytes,6367,34330,790
92,collections,1513,2289,277
92,collections::hash_map,11163,136341,877
92,collections::hash_set,11519,211946,852
92,collections::vec_deque,6732,72008,860
92,char,2321,9816,300
92,f64,11860,32947,1010
92,tuple,4049,18188,473
92,fmt,5176,6574,352
92,future,927,2686,204
92,i64,8657,62636,873
92,u64,5975,25885,635
92,io,3317,4621,349
92,macros,194,661,132
92,macros::builtin,1316,2318,166
92,mem,2143,8049,270
92,object,8381,106546,1014
92,ops,45135,543070,6850
92,ops::generator,8528,50422,606
92,option,8176,106329,935
92,result,4885,21801,590
92,stream,1772,4215,273
92,test,2153,4660,287
92,vec,5827,26040,734
92,slice,1921,31364,286
96,iter,45141,531036,2923
96,core,4026,10750,440
96,cmp,5693,16009,678
96,any,2902,3853,325
96,clone,1168,2545,237
96,num,2005,2321,178
96,hash,549,1401,175
96,string,12227,182762,1529
96,bytes,6468,33219,736
96,collections,1387,2249,274
96,collections::hash_map,9124,133890,848
96,collections::hash_set,9835,205900,845
96,collections::vec_deque,7262,69160,820
96,char,2157,9368,308
96,f64,9678,32040,939
96,tuple,3828,17252,449
96,fmt,5064,6281,326
96,future,938,2604,201
96,i64,8289,60236,788
96,u64,5693,24407,654
96,io,3148,4443,395
96,macros,166,598,125
96,macros::builtin,1157,2364,157
96,mem,2159,7945,327
96,object,7553,103439,885
96,ops,44718,542655,4107
96,ops::generator,5534,45917,575
96,option,8311,104165,909
96,result,4830,21427,635
96,stream,1789,4030,298
96,test,2134,4592,299
96,vec,5926,25317,640
96,slice,1996,30679,310
97,iter,46506,529606,3070
97,core,3848,10868,385
97,cmp,4599,16046,625
97,any,2846,3819,289
97,clone,2090,2625,225
97,num,1800,2246,193
97,hash,532,1431,145
97,string,12404,179128,1525
97,bytes,6569,34725,755
97,collections,1442,2292,247
97,collections::hash_map,9807,132273,820
97,collections::hash_set,9700,207893,873
97,collections::vec_deque,7149,67084,904
97,char,2352,9398,298
97,f64,9636,34192,896
97,tuple,3746,17883,452
97,fmt,5011,6367,355
97,future,939,2697,196
97,i64,8898,61418,861
97,u64,5792,24743,641
97,io,3129,4572,358
97,macros,157,622,136
97,macros::builtin,1268,2466,186
97,mem,2178,7897,315
97,object,7963,103798,984
97,ops,45285,538782,4076
97,ops::generator,5254,45192,608
97,option,7901,105389,867
97,result,4797,21198,620
97,stream,1656,4133,273
97,test,1999,4534,279
97,vec,5888,26339,702
97,slice,1864,30520,270
98,iter,47755,528384,2944
98,core,3951,11639,433
98,cmp,4675,15557,659
98,any,1694,3698,306
98,clone,2289,2567,257
98,num,2869,2237,210
98,hash,548,1496,150
98,string,12130,175709,1525
98,bytes,6504,37985,742
98,collections,1350,2288,282
98,collections::hash_map,9706,134179,810
98,collections::hash_set,12415,208078,808
98,collections::vec_deque,7132,67185,885
98,char,2333,9380,302
98,f64,10126,32781,958
98,tuple,3858,19407,455
98,fmt,4720,6463,327
98,future,915,2631,213
98,i64,8598,61591,835
98,u64,6003,25094,644
98,io,3155,4587,327
98,macros,159,599,146
98,macros::builtin,1240,2359,180
98,mem,2133,8318,312
98,object,7908,105013,919
98,ops,43119,541773,4342
98,ops::generator,5265,45915,637
98,option,8298,105576,876
98,result,4886,21468,605
98,stream,1757,3990,272
98,test,2057,4567,272
98,vec,5808,25231,660
98,slice,1899,30460,280
100,iter,44348,527004,3008
100,core,3976,10493,429
100,cmp,4599,15665,641
100,any,1705,3772,313
100,clone,1114,2566,208
100,num,1897,2394,163
100,hash,500,1417,151
100,string,12534,175928,1534
100,bytes,6486,33305,782
100,collections,1434,2135,279
100,collections::hash_map,9463,138425,793
100,collections::hash_set,10094,208603,940
100,collections::vec_deque,7082,67810,890
100,char,2466,9452,318
100,f64,10174,32410,979
100,tuple,3915,17856,437
100,fmt,5083,6644,362
100,future,933,2687,198
100,i64,8708,62056,831
100,u64,6174,25352,656
100,io,3161,4789,374
100,macros,186,622,131
100,macros::builtin,1252,2368,179
100,mem,2115,8114,302
100,object,8034,105742,963
100,ops,42823,542721,4130
100,ops::generator,5630,47619,606
100,option,8280,102957,883
100,result,5210,21460,611
100,stream,1749,4082,276
100,test,2009,4530,276
100,vec,6359,25552,739
100,slice,1986,30733,300
102,iter,58219,526619,2885
102,core,3775,10567,403
102,cmp,4394,16145,621
102,any,2878,3963,255
102,clone,2214,2603,212
102,num,2039,2303,190
102,hash,555,1520,156
102,string,12273,176077,1487
102,bytes,6548,33750,723
102,collections,1336,2240,279
102,collections::hash_map,11250,133179,836
102,collections::hash_set,15939,211655,927
102,collections::vec_deque,7465,67678,823
102,char,2387,9269,326
102,f64,11814,32535,948
102,tuple,3737,17610,444
102,fmt,5349,6510,352
102,future,934,2775,209
102,i64,8551,60953,811
102,u64,5837,24581,635
102,io,3206,4608,386
102,macros,186,657,162
102,macros::builtin,1231,2296,196
102,mem,2211,8030,286
102,object,8105,104440,963
102,ops,45003,558884,4087
102,ops::generator,5517,46077,591
102,option,7998,105858,819
102,result,4805,21179,581
102,stream,1759,4105,229
102,test,2046,4476,255
102,vec,5955,25120,722
102,slice,1892,30756,260
105,iter,45687,532328,2931
105,core,3961,10743,415
105,cmp,4560,15768,617
105,any,2913,3962,296
105,clone,1165,2738,240
105,num,2045,2333,201
105,hash,578,1436,166
105,string,12812,175309,1474
105,bytes,6231,33693,746
105,collections,1398,2162,277
105,collections::hash_map,9208,134916,809
105,collections::hash_set,9809,212044,823
105,collections::vec_deque,7008,67115,770
105,char,2440,9490,318
105,f64,10454,32288,1028
105,tuple,3819,18106,497
105,fmt,5239,6295,367
105,future,903,2617,206
105,i64,9050,61532,868
105,u64,5849,25042,677
105,io,3111,4535,374
105,macros,184,602,114
105,macros::builtin,1254,2360,167
105,mem,2063,7937,341
105,object,8274,105774,1010
105,ops,44283,542367,4053
105,ops::generator,5608,47530,594
105,option,8244,103308,922
105,result,4926,21310,568
105,stream,1730,4073,267
105,test,2070,4667,244
105,vec,6253,24962,651
105,slice,1836,30614,295
106,iter,46747,536327,3002
106,core,4030,10871,436
106,cmp,4553,15797,682
106,any,2981,3912,299
106,clone,2158,2622,224
106,num,2016,2307,190
106,hash,536,1452,140
106,string,12186,175528,1468
106,bytes,6132,33413,722
106,collections,1338,2178,253
106,collections::hash_map,10796,134385,910
106,collections::hash_set,10024,208426,896
106,collections::vec_deque,7457,70756,865
106,char,2275,9317,294
106,f64,9648,32426,980
106,tuple,4027,18050,459
106,fmt,5165,6241,335
106,future,933,2661,209
106,i64,8506,61549,873
106,u64,5882,24458,661
106,io,3121,4567,349
106,macros,184,597,145
106,macros::builtin,1253,2318,187
106,mem,2100,7961,303
106,object,7731,104674,994
106,ops,44351,538410,4292
106,ops::generator,5232,54552,619
106,option,7562,104318,849
106,result,4814,21206,621
106,stream,1708,4046,265
106,test,2122,4604,251
106,vec,6029,25666,678
106,slice,1892,30610,262
107,iter,46954,533471,2892
107,core,3951,10791,350
107,cmp,4582,15547,579
107,any,2916,3738,271
107,clone,1132,2617,195
107,num,2142,2288,167
107,hash,578,1422,132
107,string,12879,175698,1487
107,bytes,6671,33727,721
107,collections,1378,2215,276
107,collections::hash_map,9431,134860,787
107,collections::hash_set,10989,207573,797
107,collections::vec_deque,7354,68295,785
107,char,2355,9376,291
107,f64,9917,35175,934
107,tuple,3867,17807,456
107,fmt,5084,6403,333
107,future,954,2712,189
107,i64,8793,61450,850
107,u64,5741,24977,646
107,io,3104,4571,374
107,macros,200,615,128
107,macros::builtin,1279,2279,192
107,mem,2095,8059,314
107,object,8000,103670,933
107,ops,44486,538213,4104
107,ops::generator,5337,45765,517
107,option,8262,112893,857
107,result,4978,21829,643
107,stream,1732,4158,253
107,test,2038,4781,304
107,vec,6010,25682,618
107,slice,1861,30627,290
112,iter,49612,528542,2812
112,core,4278,10830,412
112,cmp,4520,15882,623
112,any,1775,3786,271
112,clone,2221,2580,215
112,num,3063,2318,165
112,hash,538,1384,149
112,string,12030,175403,1515
112,bytes,6704,33223,816
112,collections,1526,2223,245
112,collections::hash_map,9367,136676,868
112,collections::hash_set,11919,207261,822
112,collections::vec_deque,6702,67299,816
112,char,2449,9307,288
112,f64,11512,32849,1011
112,tuple,3850,17876,443
112,fmt,4904,6313,336
112,future,974,2675,199
112,i64,8977,61605,863
112,u64,6104,24744,662
112,io,3112,4471,332
112,macros,170,617,138
112,macros::builtin,1272,2264,178
112,mem,2161,7844,306
112,object,8192,105213,956
112,ops,44071,552292,4037
112,ops::generator,5332,46006,533
112,option,8294,104960,874
112,result,5035,21269,641
112,stream,1803,4230,266
112,test,2059,4596,299
112,vec,6039,25367,668
112,slice,1832,30291,268
115,iter,45640,538336,2889
115,core,3957,10870,432
115,cmp,4737,15662,671
115,any,1820,3813,276
115,clone,2252,2633,233
115,num,3184,2328,186
115,hash,549,1452,139
115,string,12539,175625,1428
115,bytes,6697,34145,813
115,collections,1367,2241,260
115,collections::hash_map,11125,134198,911
115,collections::hash_set,9952,212990,850
115,collections::vec_deque,7371,68468,881
115,char,2245,9226,288
115,f64,9872,32635,970
115,tuple,3720,17640,418
115,fmt,4994,6548,308
115,future,1005,2616,181
115,i64,8693,60974,791
115,u64,5984,24728,666
115,io,3142,4482,342
115,macros,208,601,166
115,macros::builtin,1255,2570,174
115,mem,2123,7966,278
115,object,7658,105804,941
115,ops,43218,538492,3898
115,ops::generator,5304,47124,581
115,option,7883,103603,919
115,result,4850,21449,592
115,stream,1696,4134,241
115,test,2000,4682,264
115,vec,5962,25474,695
115,slice,1992,30348,229
116,iter,44049,538711,2767
116,core,3914,10948,366
116,cmp,4560,15821,593
116,any,1725,3807,287
116,clone,2491,2663,211
116,num,1910,2259,180
116,hash,535,1463,155
116,string,12407,174664,1541
116,bytes,6471,33582,715
116,collections,1373,2284,244
116,collections::hash_map,9747,134832,832
116,collections::hash_set,9994,239012,836
116,collections::vec_deque,6885,67106,842
116,char,2178,9211,296
116,f64,10266,32317,1016
116,tuple,3731,17825,470
116,fmt,4868,6229,332
116,future,943,2618,194
116,i64,8876,60791,788
116,u64,6281,24696,597
116,io,3085,4610,334
116,macros,178,640,154
116,macros::builtin,1312,2372,172
116,mem,2105,8145,309
116,object,7576,104034,930
116,ops,44557,537925,4017
116,ops::generator,5325,45327,561
116,option,7950,104280,858
116,result,4874,21422,597
116,stream,1729,4091,252
116,test,1978,4479,314
116,vec,6403,25249,720
116,slice,1903,30450,272
126,iter,46652,528867,2950
126,core,3926,10932,401
126,cmp,4610,15849,605
126,any,1773,3915,320
126,clone,2257,2686,207
126,num,2677,2355,194
126,hash,513,1442,160
126,string,12136,175933,1497
126,bytes,6662,33592,714
126,collections,1359,2229,285
126,collections::hash_map,9085,161486,823
126,collections::hash_set,11800,208648,811
126,collections::vec_deque,6739,69058,864
126,char,2452,9421,318
126,f64,9764,32192,943
126,tuple,3697,17813,429
126,fmt,4728,6379,321
126,future,935,2669,212
126,i64,9052,60608,824
126,u64,5879,24783,687
126,io,3118,4648,370
126,macros,182,641,144
126,macros::builtin,1285,2429,196
126,mem,2115,8057,313
126,object,8144,103300,906
126,ops,44474,535290,3984
126,ops::generator,5225,45312,596
126,option,7811,103929,877
126,result,5086,21533,610
126,stream,1725,4097,246
126,test,2216,4498,229
126,vec,6249,25082,677
126,slice,1899,30413,306
127,iter,48495,527124,2980
127,core,3916,10647,419
127,cmp,4539,15852,631
127,any,2944,3893,298
127,clone,2326,2549,216
127,num,2029,2310,192
127,hash,528,1406,160
127,string,12303,174847,1453
127,bytes,6756,34552,705
127,collections,1383,2189,243
127,collections::hash_map,11001,137339,828
127,collections::hash_set,10138,208282,792
127,collections::vec_deque,7283,66989,842
127,char,2216,9378,308
127,f64,9853,33929,949
127,tuple,3878,17505,448
127,fmt,4993,6191,333
127,future,928,2692,215
127,i64,8346,60135,787
127,u64,5854,24491,604
127,io,3080,4473,375
127,macros,150,620,129
127,macros::builtin,1225,2294,197
127,mem,2184,7871,299
127,object,7625,103370,903
127,ops,44762,535331,4205
127,ops::generator,5443,45784,630
127,option,8405,104893,985
127,result,4920,21340,630
127,stream,1718,4035,267
127,test,1977,4642,284
127,vec,6344,25028,688
127,slice,1907,30404,299
128,iter,55444,528390,2993
128,core,3966,10826,450
128,cmp,4679,15798,604
128,any,3073,3913,289
128,clone,2269,2599,230
128,num,2093,2203,194
128,hash,561,1427,165
128,string,12052,176340,1492
128,bytes,7153,44595,755
128,collections,1370,2286,229
128,collections::hash_map,11070,161961,799
128,collections::hash_set,9954,209484,839
128,collections::vec_deque,7230,67805,776
128,char,2388,9472,316
128,f64,9937,33041,890
128,tuple,3612,17684,484
128,fmt,5190,6385,350
128,future,931,2583,197
128,i64,10460,60586,831
128,u64,5857,24533,664
128,io,3376,4439,388
128,macros,190,622,145
128,macros::builtin,1308,2320,189
128,mem,2107,8029,316
128,object,7714,103633,952
128,ops,43163,543436,4067
